query_id,query,used,passage_id,rank,score,username,rel,query_cleaned
193532,gastroparesis symptoms and treatments,Q0,msmarco_passage_43_357929373,10,13.3138,Anserini,1,gastroparesis symptoms and treatments
193532,gastroparesis symptoms and treatments,Q0,msmarco_passage_08_300480112,91,11.1482,Anserini,0,gastroparesis symptoms and treatments
193532,gastroparesis symptoms and treatments,Q0,msmarco_passage_54_692049114,92,11.148199,Anserini,0,gastroparesis symptoms and treatments
193532,gastroparesis symptoms and treatments,Q0,msmarco_passage_02_547547490,93,11.1032,Anserini,0,gastroparesis symptoms and treatments
193532,gastroparesis symptoms and treatments,Q0,msmarco_passage_23_367943528,94,11.103199,Anserini,0,gastroparesis symptoms and treatments
193532,gastroparesis symptoms and treatments,Q0,msmarco_passage_29_542427638,95,11.103198,Anserini,0,gastroparesis symptoms and treatments
193532,gastroparesis symptoms and treatments,Q0,msmarco_passage_42_791291166,96,11.0957,Anserini,0,gastroparesis symptoms and treatments
193532,gastroparesis symptoms and treatments,Q0,msmarco_passage_53_135526595,97,10.9892,Anserini,0,gastroparesis symptoms and treatments
193532,gastroparesis symptoms and treatments,Q0,msmarco_passage_36_834934482,98,10.9872,Anserini,0,gastroparesis symptoms and treatments
193532,gastroparesis symptoms and treatments,Q0,msmarco_passage_43_504176356,99,10.9813,Anserini,0,gastroparesis symptoms and treatments
193532,gastroparesis symptoms and treatments,Q0,msmarco_passage_16_239393372,100,10.9807,Anserini,0,gastroparesis symptoms and treatments
1060211,why are beets the super food for the liver,Q0,msmarco_passage_32_616063643,1,15.807,Anserini,1,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_58_241668301,2,14.9042,Anserini,1,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_05_204387861,3,14.0781,Anserini,1,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_02_738019809,4,13.0455,Anserini,1,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_31_163141863,5,13.045499,Anserini,1,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_26_857078456,6,13.0117,Anserini,1,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_55_18203424,7,12.8933,Anserini,1,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_26_857173339,8,12.838,Anserini,1,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_33_218354219,9,12.7777,Anserini,1,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_09_743519199,10,12.6128,Anserini,1,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_03_845879266,91,10.9267,Anserini,0,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_24_119449052,92,10.926699,Anserini,0,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_37_346171696,93,10.926698,Anserini,0,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_45_699698649,94,10.9017,Anserini,0,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_08_182074767,95,10.8801,Anserini,0,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_03_778609820,96,10.8794,Anserini,0,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_03_780368729,97,10.879399,Anserini,0,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_37_70408120,98,10.879398,Anserini,0,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_43_320297016,99,10.879397,Anserini,0,why are beets the super food for the liver
1060211,why are beets the super food for the liver,Q0,msmarco_passage_03_522836697,100,10.877,Anserini,0,why are beets the super food for the liver
984888,where is igneous rock found in ireland,Q0,msmarco_passage_25_146022428,1,16.0571,Anserini,1,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_25_145956479,2,16.0079,Anserini,1,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_27_71562241,3,15.7369,Anserini,1,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_04_76854986,4,15.6,Anserini,1,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_03_585185005,5,15.0854,Anserini,1,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_51_451744906,6,14.9474,Anserini,1,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_01_214859212,7,14.8378,Anserini,1,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_21_772131675,8,14.8092,Anserini,1,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_11_236347981,9,14.7884,Anserini,1,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_59_55763880,10,14.7726,Anserini,1,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_23_294956036,91,13.533299,Anserini,0,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_31_604293759,92,13.4997,Anserini,0,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_04_222042026,93,13.4804,Anserini,0,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_07_741796186,94,13.4723,Anserini,0,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_30_670246754,95,13.4649,Anserini,0,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_04_199556497,96,13.4372,Anserini,0,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_38_870262248,97,13.4268,Anserini,0,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_31_589583264,98,13.4185,Anserini,0,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_12_519046717,99,13.4104,Anserini,0,where is igneous rock found in ireland
984888,where is igneous rock found in ireland,Q0,msmarco_passage_29_375864714,100,13.404,Anserini,0,where is igneous rock found in ireland
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_48_292502545,1,18.0271,Anserini,1,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_13_141103364,2,17.234699,Anserini,1,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_54_815026903,3,17.0774,Anserini,1,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_54_815056325,4,17.077398,Anserini,1,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_45_856462576,5,16.936001,Anserini,1,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_54_815027357,6,16.9112,Anserini,1,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_54_815056779,7,16.911198,Anserini,1,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_64_200801491,8,16.648701,Anserini,1,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_48_292499497,9,16.6273,Anserini,1,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_39_840496623,10,16.5546,Anserini,1,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_61_224785762,91,13.3325,Anserini,0,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_61_98520528,92,13.289,Anserini,0,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_36_414323371,93,13.2475,Anserini,0,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_00_30044978,94,13.2237,Anserini,0,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_58_690916826,95,13.1693,Anserini,0,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_63_47872156,96,13.169299,Anserini,0,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_05_413812184,97,13.0804,Anserini,0,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_09_601121827,98,13.0075,Anserini,0,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_61_213196414,99,13.007499,Anserini,0,when did sally ride get accepted to nasa
940633,when did sally ride get accepted to nasa,Q0,msmarco_passage_54_817962716,100,12.8584,Anserini,0,when did sally ride get accepted to nasa
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_66_557113181,1,23.0273,Anserini,1,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_59_753985764,2,22.747299,Anserini,1,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_09_821533068,3,21.8867,Anserini,1,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_62_175358223,4,21.886698,Anserini,1,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_59_753871596,5,21.6984,Anserini,1,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_59_753879646,6,21.193701,Anserini,1,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_09_821534730,7,21.168699,Anserini,1,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_62_175359885,8,21.168697,Anserini,1,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_40_577709511,9,21.0424,Anserini,1,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_40_577726546,10,20.5942,Anserini,1,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_67_150117403,91,16.1047,Anserini,0,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_09_821546136,92,16.102301,Anserini,0,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_21_858242329,93,16.048,Anserini,0,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_54_314726151,94,15.9943,Anserini,0,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_03_439916942,95,15.9888,Anserini,0,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_35_209403197,96,15.988799,Anserini,0,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_40_578042116,97,15.988798,Anserini,0,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_51_853174887,98,15.988797,Anserini,0,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_66_557107824,99,15.988796,Anserini,0,when do rrsp is have to be transferred to rrif
943358,when do RRSP's have to be transferred to RRIF,Q0,msmarco_passage_63_327700501,100,15.9539,Anserini,0,when do rrsp is have to be transferred to rrif
433229,job foreman definition,Q0,msmarco_passage_33_118703822,1,11.5138,Anserini,1,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_36_464669543,2,10.8781,Anserini,1,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_42_273081917,3,10.8481,Anserini,1,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_56_593822168,4,10.7815,Anserini,1,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_56_598642378,5,10.781499,Anserini,1,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_14_552061141,6,10.7454,Anserini,1,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_62_81038808,7,10.5173,Anserini,1,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_03_644946946,8,10.4591,Anserini,1,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_36_456105675,9,10.459099,Anserini,1,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_51_2839646,10,10.376,Anserini,1,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_14_538165429,91,8.8807,Anserini,0,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_16_440275541,92,8.880699,Anserini,0,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_50_522127205,93,8.880698,Anserini,0,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_65_753306701,94,8.880697,Anserini,0,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_31_219151029,95,8.866,Anserini,0,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_11_161536445,96,8.8431,Anserini,0,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_14_552062439,97,8.843099,Anserini,0,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_25_89021249,98,8.843098,Anserini,0,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_62_422380532,99,8.843097,Anserini,0,job foreman definition
433229,job foreman definition,Q0,msmarco_passage_39_478941001,100,8.8062,Anserini,0,job foreman definition
983660,where is grand valley,Q0,msmarco_passage_06_519673778,1,10.8815,Anserini,1,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_47_261366816,2,10.881499,Anserini,1,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_47_287022474,3,10.881498,Anserini,1,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_06_519671458,4,10.6146,Anserini,1,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_47_261364496,5,10.614599,Anserini,1,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_47_287020154,6,10.614598,Anserini,1,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_04_736645061,7,10.2297,Anserini,1,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_50_681222315,8,10.229699,Anserini,1,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_48_388767090,9,10.188,Anserini,1,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_48_388590947,10,10.1221,Anserini,1,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_20_617769685,91,9.193898,Anserini,0,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_66_595072090,92,9.193897,Anserini,0,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_11_600003456,93,9.1689,Anserini,0,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_29_173375171,94,9.168899,Anserini,0,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_59_789002963,95,9.168898,Anserini,0,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_64_222774742,96,9.168897,Anserini,0,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_67_98949387,97,9.168896,Anserini,0,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_08_520063541,98,9.1441,Anserini,0,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_19_132857330,99,9.144099,Anserini,0,where is grand valley
983660,where is grand valley,Q0,msmarco_passage_56_100484367,100,9.144098,Anserini,0,where is grand valley
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_04_164279969,1,18.752001,Anserini,1,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_02_382519090,2,16.2488,Anserini,1,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_02_392543763,3,16.248798,Anserini,1,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_04_213179683,4,16.0763,Anserini,1,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_00_839864316,5,15.8321,Anserini,1,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_00_839872605,6,15.832099,Anserini,1,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_58_663107529,7,15.7894,Anserini,1,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_65_845203884,8,15.7859,Anserini,1,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_66_101663022,9,15.785899,Anserini,1,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_19_585040378,10,15.7294,Anserini,1,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_37_368080223,91,13.7394,Anserini,0,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_09_217378948,92,13.7304,Anserini,0,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_54_861913505,93,13.7265,Anserini,0,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_04_213171295,94,13.7238,Anserini,0,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_13_410658778,95,13.7126,Anserini,0,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_44_326990999,96,13.71,Anserini,0,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_54_52872087,97,13.6577,Anserini,0,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_54_468099112,98,13.64,Anserini,0,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_60_190119851,99,13.6298,Anserini,0,what muscles controls lateral eye movement
879904,what muscles controls lateral eye movement,Q0,msmarco_passage_65_274982731,100,13.616,Anserini,0,what muscles controls lateral eye movement
792794,what is runline bet,Q0,msmarco_passage_56_97754414,1,16.900499,Anserini,1,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_09_158284257,2,16.5909,Anserini,1,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_44_13357624,3,15.6821,Anserini,1,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_44_13361919,4,15.682099,Anserini,1,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_44_13370570,5,15.682098,Anserini,1,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_44_13385615,6,15.682097,Anserini,1,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_44_13398796,7,15.682096,Anserini,1,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_61_358777891,8,15.6471,Anserini,1,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_44_13405839,9,15.5757,Anserini,1,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_59_588698751,10,15.2755,Anserini,1,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_55_852014397,91,7.5697,Anserini,0,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_37_780172883,92,7.5598,Anserini,0,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_61_749348593,93,7.5529,Anserini,0,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_34_209515026,94,7.5524,Anserini,0,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_01_117662926,95,7.5443,Anserini,0,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_20_1666159,96,7.544299,Anserini,0,what is runline bet
792794,what is runline bet,Q0,msmarco_passage_34_441476400,97,7.5429,Anserini,0,what is runline bet
